Tipo;Ano;Autores;T«tulo
Apresenta«ı«úo;2015;LUGARINI C;EVALUATION OF PATHOGENS ASSOCIATED WITH BIRDS IN PROTECTED AREAS IN CAATINGA AND ATLANTIC FOREST OF NORTHEAST BRAZIL. SYMPOSIUM: PATHOGENS OF THE WILD BIRD POPULATIONS: THE VALUE OF SURVEYS TO UNDERSTANDING BASIC SCIENCE, IMPROVING PUBLIC AND ENVIRONMENTAL HEALTH, AND INFORMING MANAGEMENT DECISIONS. X NEOTROPICAL ORNITHOLOGICAL CONGRESS & XXII CONGRESSO BRASILEIRO DE ORNITOLOGIA. MANAUS, BRASIL.
Apresenta«ı«úo;2015;SERAFINI PP;ALBATROSSES AND PETRELS AS SENTINELS OF OCEANÉ??S AND OCEANIC ISLANDÉ??S HEALTH. SYMPOSIUM: PATHOGENS OF THE WILD BIRD POPULATIONS: THE VALUE OF SURVEYS TO UNDERSTANDING BASIC SCIENCE, IMPROVING PUBLIC AND ENVIRONMENTAL HEALTH, AND INFORMING MANAGEMENT DECISIONS. X NEOTROPICAL ORNITHOLOGICAL CONGRESS & XXII CONGRESSO BRASILEIRO DE ORNITOLOGIA. MANAUS, BRASIL.
Cap«tulo;2014;OLIVEIRA RCR ET AL;[**A CRIA«?«üO DE «ÅREAS DE PROTE«?«üO AMBIENTAL MARINHAS: A PROTE«?«üO DO MAR QUE NOS ENVOLVE E DO LITORAL. IN: CONSERVA«?«üO DE «ÅREAS COSTEIRAS MARINHAS, IOESP. S«üO PAULO, BRASIL**](https://drive.google.com/file/d/11E0JW0aKsXflasBOBpwK8nZ6OT6RSSu1/view?usp=drive_link)
Resumo;2014;VASCONCELOS NCT ET AL;[**IDENTIFICA«?«üO DE CARRAPATOS EM AVES DE UNIDADES DE CONSERVA«?«üO FEDERAIS DO NORDESTE DO BRASIL E SUA IMPLICA«?«üO COMO VETORES DE RICKETTSIA SPP. VI SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1DD2W6vtS1tbJY7EaqNrc-yRLMj0fdlVQ/view?usp=drive_link)
Resumo;2014;PAZ AV & SERAFINI PP;[**MONITORAMENTO DE AVES MARINHAS OCE«?NICAS: AVALIA«?«üO DA MICROBIOTA CLOACAL E DE OROFARINGE DE AVES SILVESTRES NAS UNIDADES DE CONSERVA«?«üO MARINHO-COSTEIRAS DE SANTA CATARINA E NAS ZONAS DE AMORTECIMENTO ESTABELECIDAS. VI SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/17f04SJk9abn06_mLisy09gaZlp19tsKT/view?usp=drive_link)
Resumo;2014;MEURER R & SERAFINI PP;[**AVALIA«?«üO DA MICROBIOTA CLOACAL E DE OROFARINGE DE PAPAGAIOS-DE-CARA-ROXA (*AMAZONA BRASILIENSIS*) EM VIDA LIVRE. VI SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/17N6fJm1pLdAQY6TzS6Qw-hcBFgveYRSd/view?usp=drive_link)
Resumo;2014;MEURER R ET AL;[**CARACTERIZA«?«üO F«?NGICA EM NINHEGOS DE *AMAZONA BRASILIENSIS*: DADOS PRELIMINARES. XXI CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/13MXbchdnAyyji4oGwE6mSpRl9Ozrg4bO/view?usp=drive_link)
Resumo;2014;MARINHO MFA ET AL;[**DISTRIBUI«?«üO E CONSERVA«?«üO DE *TANGARA FASTUOSA* (LESSON, 1831) (AVES, THRAUPIDAE) PARA«çBA. VI SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1YMLyWuxomqrgXzVjgx28EP-Mqp8QIPGI/view?usp=drive_link)
Resumo;2014;LUCENA WG ET AL;[**CARACTERIZA«?«üO DA AVIFAUNA DA MATA DO BURAQUINHO, JO«üO PESSOA, PARA«çBA. VI SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1wGyDMM6RiPuu7KziCjuYXDOaJ56qA3MD/view?usp=drive_link)
Cap«tulo;2014;SERAFINI PP & LUGARINI C;[**PROCELLARIIFORMES E OUTRAS AVES DE AMBIENTES MARINHOS (ALBATROZ, PETREL, FRAGATA, ATOBA, BIGUA E GAIVOTA). IN: TRATADO DE ANIMAIS SELVAGENS: MEDICINA VETERIN«ÅRIA. 2ED. ROCA. S«üO PAULO, BRASIL**](https://drive.google.com/file/d/1q0fPJPFXT2zVjTSvM-fGytbQzX3DmdwA/view?usp=drive_link)
Relat«¸rio;2014;LUGARINI C ET AL;[**PROTOCOLO CEMAVE: PROJETO DE MONITORAMENTO DA AVIFAUNA EM UNIDADES DE CONSERVA«?«üO FEDERAIS DO BIOMA CAATINGA. MMA/ICMBIO/CEMAVE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1JtnIk-0MGJB6R50xq8dPQ78JQeeZhXUm/view?usp=drive_link)
Artigo;2014;ARAUJO J ET AL;[**AVIAN INFLUENZA VIRUS (H11N9) IN MIGRATORY SHOREBIRDS WINTERING IN THE AMAZON REGION, BRAZIL. PLOS ONE 9(10):E110141**](https://drive.google.com/file/d/1-hI9SpS-8q2DygU3gQFb2xRWZa7KAPN1/view?usp=drive_link)
Artigo;2014;HURTADO RF ET AL;[**AQUATIC WILD BIRDS KEPT CAPTIVE AT REMOTE COASTAL COMMUNITIES IN NORTHERN BRAZIL. BOLET«çN CHILENO DE ORNITOLOG«çA 20(1-2):17-22**](https://drive.google.com/file/d/1tMzBCc7egxvvbiYbqRJdrzieGNn7MvJm/view?usp=drive_link)
Artigo;2014;OLIVEIRA A ET AL;[**OCCURRENCE OF PINNIPEDS IN SANTA CATARINA BETWEEN 2000 AND 2010. LATIN AMERICAN JOURNAL OF AQUATIC MAMMALS 9:145-149**](https://drive.google.com/file/d/1j3-9avijetlzFv5GfkoM-iu9sv20Gd3G/view?usp=drive_link)
Artigo;2014;OLIVEIRA KG ET AL;[**MONITORING REINTRODUCED LEAR'S MACAWS (*ANODORHYNCHUS LEARI*) IN THE RASO DA CATARINA, BAHIA (BRAZIL). ORNITHOLOGIA 7(1):12-20**](https://drive.google.com/file/d/1rLgb7ldAsCuW7j2NUUyrzmAv4A8g3rzs/view?usp=drive_link)
Artigo;2014;ARAUJO DS ET AL;[**REGISTRO DE NOVOS S«çTIOS REPRODUTIVO, DORMIT«?RIO E ALIMENTA«?«üO DA ARARA-AZUL-DE-LEAR (*ANODORHYNCHUS LEARI*) NOS MUNIC«çPIOS DE CANUDOS E NOVO TRIUNFO, BAHIA. ORNITHOLOGIA 7(1):21-22**](https://drive.google.com/file/d/1fz2Ifv8MGyMKF5yVm3OyyOHKihdVaP3G/view?usp=drive_link)
Artigo;2014;SIPINSKI EA ET AL;[**TEND«?NCIA POPULACIONAL DO PAPAGAIO-DE-CARA-ROXA (*AMAZONA BRASILIENSIS*) NO LITORAL DO ESTADO DO PARAN«Å. ORNITHOLOGIA 6(2):136-143**](https://drive.google.com/file/d/1u_Axm1vXiv2bgugNZZ6kpDdztZlItgnz/view?usp=drive_link)
Artigo;2014;RIBAS JM ET AL;[**CHLAMYDOPHILA PSITTACI ASSESSMENT IN THREATENED RED-TAILED AMAZON (AMAZONA BRASILIENSIS) PARROTS IN PARAN«Å, BRAZIL. ORNITHOLOGIA 6(2):144-147**](https://drive.google.com/file/d/1-i9a7Oj-9a6z5Ghh7CLAxg931O9A8q1K/view?usp=drive_link)
Artigo;2014;MENDES DL ET AL;[**DIETA POR ANODORHYNCHUS LEARI BONAPARTE, 1856 (AVES: PSITTACIDAE) EM PALMEIRA DE LICURI NA CAATINGA BAIANA. ATUALIDADES ORNITOL«?GICAS 178:50-54**](https://drive.google.com/file/d/1sb5RUre1O6j-MpWs2YM2U-NyGiY8okyJ/view?usp=drive_link)
Artigo;2014;FILETO-DIAS F ET AL;[**AVALIA«?«üO DO PLANO DE A«?«üO NACIONAL PARA A CONSERVA«?«üO DOS PAPAGAIOS DA MATA ATL«?NTICA NA CONSERVA«?«üO DESSAS ESP«?CIES. ATUALIDADES ORNITOL«?GICAS 181:33-45**](https://drive.google.com/file/d/1zmFVncMxXqjrRFQHFS9kt0kGhfdrY3qX/view?usp=drive_link)
Relat«¸rio;2014;OLIVEIRA AC ET AL;[**RELAT«?RIO ANUAL DE ROTAS E «ÅREAS DE CONCENTRA«?«üO DE AVES MIGRAT«?RIAS NO BRASIL. ICMBIO/MMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1luMH1tuinXz7Dad6wzKKYqNsjNC1YiXL/view?usp=drive_link)
Artigo;2014;MELO DC ET AL;[**DISTRIBUTION OF THE ORANGE-WINGED PARROT *AMAZONA AMAZONICA* (LINNAEUS, 1766) (AVES, PSITTACIDAE) IN THE COASTAL REGION OF THE STATE OF PARA«çBA, BRAZIL. ACTA SCIENTIARUM. BIOLOGICAL SCIENCES 36(3):307-312**](https://drive.google.com/file/d/1f8TitKzurWGmmmQMq3ylD1DmfkEH22YU/view?usp=drive_link)
Artigo;2014;MENDES DL ET AL;[**AN AVIFAUNAL INVENTORY AND CONSERVATION PROSPECTS FOR THE GURUPI BIOLOGICAL RESERVE, MARANH«üO, BRAZIL. REVISTA BRASILEIRA DE ORNITOLOGIA 22(4):317-338**](https://drive.google.com/file/d/1sb5RUre1O6j-MpWs2YM2U-NyGiY8okyJ/view?usp=drive_link)
Artigo;2014;VIEIRA BP ET AL;[**BIRDS OF ESTA«?«üO ECOL«?GICA DE CARIJ«?S, SOUTHERN BRAZIL. CHECK LIST 10(5):1110-1122**](https://drive.google.com/file/d/1Jn1-zAhJbPPEVMVjldiV8pl8xo_qi_SG/view?usp=drive_link)
Artigo;2014;FREITAS MA ET AL;[**REGISTRO DE ABATE DE GAVI«?ES-REAIS *HARPIA HARPYJA* (ACCIPITRIDAE) PARA CONSUMO HUMANO NO MARANH«üO, BRASIL. ATUALIDADES ORNITOL«?GICAS 178:12-15**](https://drive.google.com/file/d/1TiL-I0oPaO5xMP0kqnS_SRisWPmV9-iD/view?usp=drive_link)
Artigo;2014;PAC«çFICO EC ET AL;[**BREEDING TO NON-BREEDING POPULATION RATIO AND BREEDING PERFORMANCE OF THE GLOBALLY ENDANGERED LEAR'S MACAW *ANODORHYNCHUS LEARI*: CONSERVATION AND MONITORING IMPLICATIONS. BIRD CONSERVATION INTERNATIONAL 24(4):466-476**](https://drive.google.com/file/d/1PZ4nq3GkTBBj7iHEy-3lrodMbqPrWuTi/view?usp=drive_link)
Resumo expandido;2014;SANTANA R ET AL;[**CONTRIBUTIONS FOR ACAP SPECIES CONSERVATION IN BRAZIL. INFO PAPER PUBLISHED ONLINE ANNALS EIGHTH MEETING OF THE ADVISORY COMMITTEE (AC8) - AGREEMENT ON THE CONSERVATION OF ALBATROSSES AND PETRELS, PUNTA DEL ESTE, URUGUAI**](https://drive.google.com/file/d/1JMfjPJ-QYvPaArOteHZsyQOFIkOeNTV1/view?usp=drive_link)
Resumo;2014;NASCIMENTO NFF ET AL;[**CARACTERIZA«?«üO DA AVIFAUNA DA SERRA DE SANTA CATARINA, PARA«çBA, BRASIL. XXI CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/19TvQ8d-y_yr46M5QCCyxeoYJwThpy9Xc/view?usp=drive_link)
Resumo;2014;SERAFINI PP ET AL;[**PINGUINS-DE-MAGALH«üES (*SPHENISCUS MAGELLANICUS*) NO SUL DO ESTADO DE SANTA CATARINA NO INVERNO DE 2013 - CAUSAS E CONSEQU«?NCIAS DOS N«?MEROS OBSERVADOS. XXI CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1MHT2F-lIfyEeyh8DWuSMPPkmYE2GjXXf/view?usp=drive_link)
Resumo;2014;VIEIRA-FILHO AH ET AL;[**MONITORAMENTO DE AVES EM PARQUES E«?LICOS NO LITORAL DO RIO GRANDE DO NORTE. XXI CONGRESSO BRASILEIRO DE ORNITOLOGIA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1NpjzF2hNgLZpvurayGPOGpetimKzDytf/view?usp=drive_link)
Artigo;2013;GHIZONI-JR IR ET AL;[**CHECKLIST DA AVIFAUNA DA ILHA DE SANTA CATARINA, SUL DO BRASIL. ATUALIDADES ORNITOL«?GICAS 171:50-75**](https://drive.google.com/file/d/155JJPFSb9TDVa0KdoVG0ZyzZxQxsmgIn/view?usp=drive_link)
Artigo;2013;PAIXAO RMC ET AL;[**ENTRE SABERES E OBSERVA«?«?ES: A MANUTEN«?«üO EM CATIVEIRO DE PASSERIFORMES SILVESTRES EM UMA COMUNIDADE DA ZONA DA MATA PARAIBANA. ATUALIDADES ORNITOL«?GICAS 174:54-59**](https://drive.google.com/file/d/1koUBPTskAaT8EwfNGx7zIhDmlR1wHHoO/view?usp=drive_link)
Artigo;2013;OMETTO T ET AL;[**WEST NILE VIRUS SURVEILLANCE, BRAZIL, 2008-2010. TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE 107(11):723-730**](https://drive.google.com/file/d/1AGIHttdgUMKNv3y7fDT2BNwsGg_EE0Xj/view?usp=drive_link)
Artigo;2013;DANTAS GPM ET AL;[**EVIDENCE FOR NORTHWARD EXTENSION OF THE WINTER RANGE OF MAGELLANIC PENGUINS ALONG THE BRAZILIAN COAST. MARINE ORNITHOLOGY 41:195-197**](https://drive.google.com/file/d/12XmN4emJYOjyv7yrHq2pDLmxmhg5l47O/view?usp=drive_link)
Nota;2013;SERAFINI PP;[**PROJETO NACIONAL DE MONITORAMENTO DO PINGUIM-DE-MAGALH«üES (*SPHENISCUS MAGELLANICUS*): 3 ANOS DE TRABALHO. BOLETIM PINGUINS NO BRASIL 3:1-2**](https://drive.google.com/file/d/1fFRZ0uZTiGm7L97J7xgrlasgYgBvr5Xh/view?usp=drive_link)
Nota;2013;NIEMEYER C ET AL;[**PRESEN«?A DE POX V«çRUS AVI«ÅRIO EM PINGUINS DE MAGALH«üES EM CENTROS DE REABILITA«?«üO NO BRASIL. BOLETIM PINGUINS NO BRASIL 3:3**](https://drive.google.com/file/d/1khmgkcPzZ3FDdoK7OgCw_VNSYyZ00tZc/view?usp=drive_link)
Resumo;2013;PRATES CSF & TORRES IMD;[**AVES RECEBIDAS NO CENTRO DE TRIAGEM DE ANIMAIS SILVESTRES DA PARA«çBA. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/1lAfIY6IV_7qmPGHDZYiex1P3XqB0lD7O/view?usp=drive_link)
Resumo;2013;ROOS AL & SOUZA MA;[**BANCO DE DADOS GEOGR«ÅFICO DAS AVES BRASILEIRAS. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/1HHQRBORQhTtdHl6YootjCySNjCkT_peY/view?usp=drive_link)
Resumo;2013;SERAFINI PP;[**PLANOS DE A«?«üO NACIONAL PARA A CONSERVA«?«üO DAS AVES BRASILEIRAS. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/10BHGjjI7r_OQ-Jgmc1-FaBnsdmrvZQtI/view?usp=drive_link)
Livro;2013;SERAFINI PP (ORG);[**PLANO DE A«?«üO NACIONAL PARA A CONSERVA«?«üO DOS PASSERIFORMES AMEA«?ADOS DOS CAMPOS SULINOS E ESPINILHO. ICMBIO/MMA. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1EXVQ_QYJi-aw3IMfWwc9kxqw-TvFm5nI/view?usp=drive_link)
Resumo;2013;SIPINSKI EA ET AL;[**O PAPAGAIO -DE-CARA-ROXA (*AMAZONA BRASILIENSIS*) NO LITORAL DO ESTADO DO PARAN«Å: ONZE ANOS DE CENSO POPULACIONAL. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/1uwD2i8ZRAf09ZiJfNIsBdVnPlDldfX7v/view?usp=drive_link)
Resumo;2013;SOUZA MA ET AL;[**COMO EST«üO REPRESENTADAS AS AVES NAS UNIDADES DE CONSERVA«?«üO FEDERAIS? UMA AN«ÅLISE A PARTIR DO BANCO DE DADOS DE AVES BRASILEIRAS. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/1WFJy0MV8y6F6Z9UFx8D5piXlJ62dDsHQ/view?usp=drive_link)
Resumo;2013;PRATES CSF ET AL;[**AVIFAUNA DA FLORESTA NACIONAL CONTENDAS DO SINCOR«Å - BAHIA - DADOS PRELIMINARES. XX CONGRESSO BRASILEIRO DE ORNITOLOGIA. PASSO FUNDO, BRASIL**](https://drive.google.com/file/d/1WL-5j1lm8zk2it6REAxG8h1ex0EbL7H3/view?usp=drive_link)
Resumo;2013;NIEMEYER C ET AL;[**A NOVEL AVIPOXVIRUS ASSOCIATED TO CUTANEOUS AND DIFTERIC DISEASE IN MAGELLANIC PENGUINS (*SPHENISCUS MAGELLANICUS*) IN BRAZIL. WILDLIFE DISEASES ASSOCIATION (WDA) LATIN AMERICA MEETING 2013. S«üO PAULO, BRASIL**](https://drive.google.com/file/d/1qKXE8R5shtTZWdKvXoaautQmwXo5eOJh/view?usp=drive_link)
Resumo;2013;SERAFINI PP ET AL;[**SEABIRDS POPULATION MONITORING: CAUSES OF DEATH AND HEALTH ASSESSMENT IN MARINE BIRDS IN SANTA CATARINA, BRAZIL. WILDLIFE DISEASES ASSOCIATION (WDA) LATIN AMERICA MEETING 2013. S«üO PAULO, BRASIL**](https://drive.google.com/file/d/1Tl4OYRmNQpX61QxKiPGJhL4jP0mdvBYU/view?usp=drive_link)
Resumo;2013;PRATES CSF ET AL;[**CARACTERIZA«?«üO DA AVIFAUNA DA ESTA«?«üO ECOL«?GICA RASO DA CATARINA, BAHIA. V SEMIN«ÅRIO DE PESQUISA E V ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/15w9iQdR0xrSfjJeuu-S6iOPbeblZj5wG/view?usp=drive_link)
Resumo;2013;VASCONCELOS NCT ET AL;[**OCORR«?NCIA DE ENDO E ECTOPARASITOS NAS AVES SILVESTRES DA ESTA«?«üO ECOL«?GICA RASO DA CATARINA, BAHIA. V SEMIN«ÅRIO DE PESQUISA E V ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRASILIA, BRASIL**](https://drive.google.com/file/d/1P6fpICA7c9TWDRsxq_eDdyDVi8fjSYeX/view?usp=drive_link)
Resumo;2013;AMORIM MMR ET AL;[**PESQUISA DE SALMONELLA SPP. NAS AVES DA RESERVA BIOL«?GICA GUARIBAS, PARA«çBA E ESTA«?«üO ECOL«?GICA RASO DA CATARINA, BAHIA. V SEMIN«ÅRIO DE PESQUISA E V ENCONTRO DE INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE. BRASILIA, BRASIL**](https://drive.google.com/file/d/1MDKRrGQac24ZZqiRerT1X89MoQ08gCc7/view?usp=drive_link)
Resumo;2013;OLIVEIRA RAS ET AL;OCORRENCIA DE ANTICORPOS ANTI-TOXOPLASMA GONDII EM GALINHAS DE SUBSISTENCIA DO ENTORNO DA RESERVA BIOLOGICA GUARIBAS, ESTADO DA PARA«çBA. II SIMPOSIO BRASILEIRO DE TOXOPLASMOSE. SAO PAULO, BRASIL
Artigo;2012;SILVA-NETO GF ET AL;[**NOVAS INFORMA«?«?ES SOBRE A DIETA DA ARARA-AZUL-DE-LEAR, *ANODORHYNCHUS LEARI* BONAPARTE, 1856 (AVES, PSITTACIDAE). ORNITHOLOGIA 5(1):1-5**](https://drive.google.com/file/d/1HlLV4fhmm66uu0XiGk82JoRBKqExJkU5/view?usp=drive_link)
Nota;2012;ROOS AL ET AL;[**PRIMEIRO REGISTRO DOCUMENTADO DO JACU-ESTALO *NEOMORPHUS GEOFFROYI* TEMMINCK, 1820 PARA O BIOMA CAATINGA. REVISTA BRASILEIRA DE ORNITOLOGIA 20(1):81-85**](https://drive.google.com/file/d/1geSwebYB-Oy8CGeWoQavGh2qg4-mzAP9/view?usp=drive_link)
Artigo;2012;SOUSA AEBA ET AL;[**AVIFAUNA OF THE CATIMBAU NATIONAL PARK IN THE BRAZILIAN STATE OF PERNAMBUCO, BRAZIL: SPECIES RICHNESS AND SPATIO-TEMPORAL VARIATION. REVISTA BRASILEIRA DE ORNITOLOGIA 20(3):230-245**](https://drive.google.com/file/d/1dah8B54_3FkGlyVja0yOEKBykVAOR04X/view?usp=drive_link)
Artigo;2012;SCHUNCK F ET AL;[**BIRDS OF THE LOWER MIDDLE S«üO FRANCISCO RIVER. REVISTA BRASILEIRA DE ORNITOLOGIA 20(3):350-364**](https://drive.google.com/file/d/1WKUomkRH9SIK--KDL175Jrchda63Ky7y/view?usp=drive_link)
Artigo;2012;HURTADO R ET AL;[**NORTHERNMOST RECORD OF BROWN SKUAS STERCORARIUS ANTARCTICUS (LESSON 1831) AT MARANH«üO STATE, NORTHERN BRAZIL. BOLET«çN CHILENO DE ORNITOLOG«çA 18(1-2):52-56**](https://drive.google.com/file/d/1c7Z0oYjAbCBcMIO9IJMlBmHeiW4WlC7b/view?usp=drive_link)
Artigo;2012;RUOPPOLO V ET AL;[**SURVIVAL AND MOVEMENTS OF MAGELLANIC PENGUINS REHABILITATED FROM OIL FOULING ALONG THE COAST OF SOUTH AMERICA, 2000-2010. MARINE POLLUTION BULLETIN 64:1309-1317**](https://drive.google.com/file/d/1Lk-WkViCPj9ruX81Z68GEFdRfDQwuH6P/view?usp=drive_link)
Resumo;2012;HURTADO R ET AL;[**AVIAN INFLUENZA VIRUS SURVEILLANCE IN WILD BIRDS IN BRAZIL. 61ST ANNUAL INTERNATIONAL CONFERENCE OF THE WILDLIFE DISEASE ASSOCIATION AND 10TH BIENNIAL EUROPEAN WILDLIFE DISEASE ASSOCIATION. LYON, FRAN«?A**](https://drive.google.com/file/d/1Ig6I4CTCDiCf8vMYJwmPSY3J2GmvI-P3/view?usp=drive_link)
Resumo;2012;OMETTO T ET AL;[**O DESAFIO DA DETEC«?«üO MOLECULAR DO V«çRUS DO OESTE DO NILO EM CAMPO. 1O CONFER«?NCIA BRASILEIRA EM SA«?DE SILVESTRE E HUMANA. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1j4BDQBq65_6RKXI7dIZB02zm0CIS33XR/view?usp=drive_link)
Resumo;2012;OLIVEIRA CJB ET AL;[**RESISTANT PATTERNS OF ENTEROBACTER CLOACAE AND ESCHERICHIA COLI FROM WILDLIFE SEABIRD POPULATIONS IN A BRAZILIAN ARQUIPELAGO. XXI CONGRESSO LATINO AMERICANO DE MICROBIOLOGIA. SANTOS, BRASIL**](https://drive.google.com/file/d/1pqRiVTgZ2i8_gpY2i61Fx7OEbXUPQdCR/view?usp=drive_link)
Resumo;2012;OLIVEIRA CJ ET AL;[**METHICILLIN RESISTANCE OF STAPHYLOCOCCI FROM ENDANGERED SEABIRD POPULATIONS IN THE FERNANDO DE NORONHA ARCHIPELAGO. XXI CONGRESSO LATINO AMERICANO DE MICROBIOLOGIA. SANTOS, BRASIL**](https://drive.google.com/file/d/168m5uE9fwyLdW5g-z_l6EjLdIv0eY3fR/view?usp=drive_link)
Resumo;2012;CHAVES RAH ET AL;[**PESQUISA DE ECTO E ENDOPARASITOS EM AVES SILVESTRES E DOM«?STICAS NA RESERVA BIOL«?GICA DE GUARIBAS E ENTORNO, PARA«çBA. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1lc9_uMwQryICcImqEgPpKrEaG6LDExVX/view?usp=drive_link)
Resumo;2012;ENEDINO TR & ROOS AL;[**COMUNIDADE DE AVES DA RESERVA BIOL«?GICA GUARIBAS, PARA«çBA, BRASIL. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1n2uRGUBBoNoIpwH1eyXorK4MIa3N3Ccd/view?usp=drive_link)
Resumo;2012;OLIVEIRA RAS ET AL;[**OCORR«?NCIA DE ANTICORPOS ANTI-TOXOPLASMA GONDII EM AVES SILVESTRES E DOM«?STICAS DA RESERVA BIOL«?GICA DE GUARIBAS E DO ENTORNO, ESTADO DA PARA«çBA. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1tmycE8GuQkWC_VtjZ6Az-fwoLGLItZ8y/view?usp=drive_link)
Resumo;2012;PAIXAO RMC ET AL;[**AVIFAUNA DA ESTA«?«üO ECOL«?GICA DO RASO DA CATARINA, BAHIA, BRASIL: COMPOSI«?«üO E BIOLOGIA. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1m1LsNp6AMhfbIU0c0ARvWEt1wi25RKka/view?usp=drive_link)
Resumo;2012;MACHADO PO & SERAFINI PP;[**SA«?DE DAS AVES SILVESTRES DA REBIOMAR ARVOREDO E SUA ZONA DE AMORTECIMENTO PARA ANALISE DA EFETIVIDADE DA UNIDADE DE CONSERVA«?«üO. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1eJOlj3dqcjsv5B2dxemOajqjv3cCkNqm/view?usp=drive_link)
Resumo;2012;VIEIRA BP & SERAFINI PP;[**AVES INDICADORAS DE CONSERVA«?«üO DA RESERVA BIOL«?GICA MARINHA DO ARVOREDO, SANTA CATARINA, BRASIL. IV SEMIN«ÅRIO DE PESQUISA E INICIA«?«üO CIENT«çFICA DO INSTITUTO CHICO MENDES DE CONSERVA«?«üO DA BIODIVERSIDADE-IPER«?/SP. BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1-eaiY22BQwRFugdzuXbimIbtAJnWcbba/view?usp=drive_link)
